Entity,Code,Year,$10 a day - Number not in poverty,$6.85-$10 - Number in poverty,$3.65-$6.85 - Number in poverty,$2.15-$3.65 - Number in poverty,$2.15 a day - Number in poverty
Turkey,TUR,2004,34167684,12761557,14177352,5313528,1364954
Turkey,TUR,2005,36102487,13065448,12994034,4934598,1608148
Turkey,TUR,2006,38848199,12696417,12520002,4304613,1232102
Turkey,TUR,2007,42395279,12362332,11170643,3620757,919858
Turkey,TUR,2008,46362623,11559227,9434801,3561150,402925
Turkey,TUR,2009,46408728,11969083,10414658,2912864,520306
Turkey,TUR,2010,47922481,11943197,10139970,2623334,566363
Turkey,TUR,2011,50660092,11742744,8777182,2897761,96075
Turkey,TUR,2012,52674029,11454016,8760011,2319329,70054
Turkey,TUR,2013,54894207,11136172,8446423,1871038,228277
Turkey,TUR,2014,56622863,11815726,7943022,1570580,159882
Turkey,TUR,2015,56811452,11921022,8910384,1834173,169147
Turkey,TUR,2016,59630916,11990111,8077873,1156254,164240
Turkey,TUR,2017,62044529,11098167,7710555,1122760,113815
Turkey,TUR,2018,63086125,10666129,7880365,1143233,33452
Turkey,TUR,2019,62581609,10371758,8681470,1545804,301043
Turkmenistan,TKM,1998,134831,252854,891565,1241614,1910653
Tuvalu,TUV,2010,2493,2086,3908,1681,382
Uganda,UGA,1989,377835,496593,2194821,3843774,10115520
Uganda,UGA,1992,287960,321519,1663613,4146137,12382737
Uganda,UGA,1996,287657,503336,1970699,4689592,13798288
Uganda,UGA,1999,335905,533707,1908277,4515096,15986262
Uganda,UGA,2002,552284,633022,2399510,4920676,17039598
Uganda,UGA,2005,720790,882239,3647104,6478621,16217834
Uganda,UGA,2009,1414105,1330161,5036345,8957493,14674416
Uganda,UGA,2012,1641187,1949430,7093527,10721570,12867581
Uganda,UGA,2016,1762862,2136159,7263750,11028033,16557495
Uganda,UGA,2019,1553648,2284015,8219888,12763697,18127832
Ukraine,UKR,1992,9390607,13457604,20787521,6477285,2037383
Ukraine,UKR,1993,9056948,13144548,22801967,6160321,1015416
Ukraine,UKR,1995,10292605,10314801,18112636,9134903,3657855
Ukraine,UKR,1996,6566009,9049951,21150040,10611547,3680253
Ukraine,UKR,1999,1663064,4625692,21094497,16465772,5824975
Ukraine,UKR,2002,7228551,11118730,21660648,6910911,1283630
Ukraine,UKR,2003,9512856,12431272,20879318,4445145,544358
Ukraine,UKR,2004,13109044,13529016,16898469,3473953,441144
Ukraine,UKR,2005,18699089,13782279,12781350,1655534,186919
Ukraine,UKR,2006,20777573,13570486,11162792,1201863,75072
Ukraine,UKR,2007,19761176,14459537,11290443,950745,47454
Ukraine,UKR,2008,25095419,13437313,7309458,403592,12407
Ukraine,UKR,2009,22184090,14991533,8416913,428872,31923
Ukraine,UKR,2010,25409943,13496507,6770491,188049,5751
Ukraine,UKR,2011,26872371,13154742,5435846,237940,5187
Ukraine,UKR,2012,28249843,12339842,4819854,131896,51907
Ukraine,UKR,2013,31215945,10432852,3712715,126128,2008
Ukraine,UKR,2014,29685009,11514161,3967829,99598,5558
Ukraine,UKR,2015,24136306,14252683,6361527,347883,55637
Ukraine,UKR,2016,24929414,13141255,6604692,285051,44261
Ukraine,UKR,2017,28060410,11940560,4561695,254024,14446
Ukraine,UKR,2018,29343387,11097145,3976054,201499,4433
Ukraine,UKR,2019,32759242,8476514,3009522,140925,0
Ukraine,UKR,2020,32113183,8902075,3035817,68253,12721
United Arab Emirates,ARE,2013,8751847,0,0,0,0
United Kingdom,GBR,1968,50932939,3739503,416246,0,123012
United Kingdom,GBR,1969,50595442,4158564,552600,0,135144
United Kingdom,GBR,1970,51351408,3627032,554316,130494,0
United Kingdom,GBR,1971,50729009,4330212,700779,136223,0
United Kingdom,GBR,1972,51200997,3777368,831625,147039,129036
United Kingdom,GBR,1973,53387110,2398760,408657,0,0
United Kingdom,GBR,1974,52997868,2529877,568194,0,134035
United Kingdom,GBR,1975,52857364,2672582,562685,0,133169
United Kingdom,GBR,1976,52421273,3374825,276681,139189,0
United Kingdom,GBR,1977,52281549,3229369,545079,0,137495
United Kingdom,GBR,1978,52848309,2936579,411616,0,0
United Kingdom,GBR,1979,53446200,2394746,266076,139929,0
United Kingdom,GBR,1980,53223058,2537952,416472,136734,0
United Kingdom,GBR,1981,52674685,3105094,419576,134474,0
United Kingdom,GBR,1982,53922610,2113414,144731,132886,0
United Kingdom,GBR,1983,53400593,2657535,138775,135945,0
United Kingdom,GBR,1984,53897342,2104546,280402,139782,0
United Kingdom,GBR,1985,54018223,2112931,295866,0,123248
United Kingdom,GBR,1986,54706994,1409686,424895,0,139821
United Kingdom,GBR,1987,54815394,1710487,135145,141024,0
United Kingdom,GBR,1988,55081521,1563076,154673,129057,0
United Kingdom,GBR,1989,54947598,1701492,295304,0,132317
United Kingdom,GBR,1990,54965942,1861746,294613,125285,0
United Kingdom,GBR,1991,55420249,1576269,298451,129928,0
United Kingdom,GBR,1992,55000661,2013282,428217,0,138242
United Kingdom,GBR,1993,55267662,1885766,425986,0,139200
United Kingdom,GBR,1994,56274532,1014144,288656,145700,142713
United Kingdom,GBR,1995,56424415,1015313,294921,140992,143389
United Kingdom,GBR,1996,56716690,1015454,291502,0,143304
United Kingdom,GBR,1997,57007164,874650,290951,0,144189
United Kingdom,GBR,1998,57321339,728607,293575,0,143620
United Kingdom,GBR,1999,57656396,586095,294130,0,145845
United Kingdom,GBR,2000,58014769,442628,288542,0,146575
United Kingdom,GBR,2001,58234139,443041,147197,148720,146576
United Kingdom,GBR,2002,58481056,446624,147765,146961,148073
United Kingdom,GBR,2003,58754208,449883,294443,0,149043
United Kingdom,GBR,2004,59255621,439384,143070,0,149830
United Kingdom,GBR,2005,59495798,455530,150722,150177,148979
United Kingdom,GBR,2006,60088602,303378,314807,0,140033
United Kingdom,GBR,2007,60558364,308550,150689,155371,149489
United Kingdom,GBR,2008,60880069,464908,159991,149441,152586
United Kingdom,GBR,2009,61499964,311041,158161,152081,155023
United Kingdom,GBR,2010,61982362,319239,159679,150459,154626
United Kingdom,GBR,2011,62494600,291547,160012,156208,156443
United Kingdom,GBR,2012,62904825,319544,161064,158922,155860
United Kingdom,GBR,2013,63487527,321730,162249,0,156767
United Kingdom,GBR,2014,63795658,485029,0,162495,159116
United Kingdom,GBR,2015,64466741,174988,149443,162747,162300
United Kingdom,GBR,2016,64792976,328290,162836,164005,163486
United Kingdom,GBR,2017,65233148,332729,168770,159530,164682
United Kingdom,GBR,2018,65631777,333934,163340,0,331293
United Kingdom,GBR,2019,65839434,495767,168255,0,332871
United Kingdom,GBR,2020,66083793,501602,160880,0,334959
United States,USA,1963,172699541,7563846,5198056,1417274,2363283
United States,USA,1964,177025813,6714708,4312754,1451485,2384240
United States,USA,1965,180705586,6318103,3881058,1456007,1942246
United States,USA,1966,181819607,6886232,4414517,1477536,1962108
United States,USA,1967,186295949,5959144,3477707,995106,1984094
United States,USA,1968,190174588,5014047,3017535,1000129,1499701
United States,USA,1969,193053489,4560053,3039644,1012131,1011683
United States,USA,1970,194801650,4099865,3079835,1034572,2036078
United States,USA,1971,197278973,5190521,2598811,1041141,1551554
United States,USA,1972,199927905,4722147,3150611,523926,1571411
United States,USA,1973,202373289,4774946,2650338,522033,1588394
United States,USA,1974,204238579,4272150,3207021,538419,1597831
United States,USA,1975,206260291,4328972,3226283,1083735,1073719
United States,USA,1976,209316954,4361360,2733736,535649,1087301
United States,USA,1977,211432127,4403423,2753472,549886,1100092
United States,USA,1978,214239750,3337177,3340941,554336,1112796
United States,USA,1979,218868167,2817272,1682538,562151,1124872
United States,USA,1980,220412605,3411590,1699009,566764,1135032
United States,USA,1981,221439201,4592297,1725137,563700,1145665
United States,USA,1982,222398455,4635490,2320362,577469,1732224
United States,USA,1983,223856412,5265148,2334490,1167470,1168480
United States,USA,1984,226983812,4725807,2348173,598602,1168606
United States,USA,1985,229600399,4162435,2377554,600911,1182701
United States,USA,1986,231130652,4801989,2406937,601904,1191518
United States,USA,1987,234425410,4231246,1820765,601899,1209680
United States,USA,1988,237165922,3665820,1835957,610752,1220549
United States,USA,1989,239428819,4306937,1244429,606691,1232124
United States,USA,1990,242135188,3745973,1876577,624278,1240984
United States,USA,1991,245397390,3794900,1893515,631840,1263355
United States,USA,1992,248178502,3851438,2560388,646490,1277182
United States,USA,1993,250824186,4547179,2602482,646445,1298708
United States,USA,1994,254584060,3937805,2638269,650781,1315085
United States,USA,1995,258292995,3995459,1998492,659714,1331340
United States,USA,1996,261987701,3369398,2020365,0,2016536
United States,USA,1997,265161476,3423650,2029505,0,2042369
United States,USA,1998,268272401,3447944,1376133,691833,2065689
United States,USA,1999,272065404,2790730,2096490,0,2087376
United States,USA,2000,275109499,2820950,1411114,705772,2115076
United States,USA,2001,277136012,2861985,2126183,709483,2135292
United States,USA,2002,279718204,2886267,2145882,720769,2154071
United States,USA,2003,281418510,2892510,2172642,730677,2893594
United States,USA,2004,284029250,2922312,2195339,730689,2927708
United States,USA,2005,286657244,3695307,1475124,734550,2954374
United States,USA,2006,289438886,2973899,2241166,745417,2980544
United States,USA,2007,292948862,3017807,1499724,752832,3011982
United States,USA,2008,294975258,3038525,2279998,760008,3040177
United States,USA,2009,298341245,3065112,1537336,762004,3065832
United States,USA,2010,299275769,3869921,2320860,768167,3092426
United States,USA,2011,301460253,3892200,2338098,780285,3112645
United States,USA,2012,304461835,3139369,2359648,782805,3134005
United States,USA,2013,306582565,3158370,2375125,797624,3146263
United States,USA,2014,308836669,3182246,1593923,797015,3976476
United States,USA,2015,311118007,2409046,3205308,0,4006633
United States,USA,2016,314191982,2426872,2421179,802972,3228750
United States,USA,2017,316182632,2447803,1615891,812026,4063776
United States,USA,2018,318671753,2447753,1634724,816267,3267702
United States,USA,2019,320953078,1636848,1637853,821598,3280576
United States,USA,2020,324896705,2471147,2487368,827599,828693
United States,USA,2021,327053186,1659249,1671280,822014,825825
Uruguay,URY,2006,2042246,538082,594062,129151,18741
Uruguay,URY,2007,2161614,513815,533876,106665,12681
Uruguay,URY,2008,2360328,484256,416549,67401,7592
Uruguay,URY,2009,2457814,432779,379219,64907,9437
Uruguay,URY,2010,2495025,453695,349970,48291,5670
Uruguay,URY,2011,2693735,381034,242293,39888,4687
Uruguay,URY,2012,2773154,334300,219482,38487,5710
Uruguay,URY,2013,2811322,320710,212972,30284,5892
Uruguay,URY,2014,2884085,293409,185999,22964,5205
Uruguay,URY,2015,2907295,293044,175878,21505,5096
Uruguay,URY,2016,2918030,303317,168819,20450,3150
Uruguay,URY,2017,2988403,276684,141700,13143,2270
Uruguay,URY,2018,2969525,288369,154482,12752,1914
Uruguay,URY,2019,2943110,311212,155434,15154,3499
Uruguay,URY,2020,2835141,347824,215585,23445,7091
Uruguay,URY,2021,2842760,352637,204631,22389,3843
Uruguay (urban),,1981,1759748,344812,333420,105994,0
Uruguay (urban),,1989,2016216,357328,281086,72502,18620
Uruguay (urban),,1992,2160960,352115,239268,58399,15853
Uruguay (urban),,1995,2252491,333442,248356,55045,15525
Uruguay (urban),,1996,2242440,348361,261032,61774,17305
Uruguay (urban),,1997,2245643,359836,278912,56596,16796
Uruguay (urban),,1998,2304822,326281,280677,52756,19188
Uruguay (urban),,2000,2268002,383550,304136,54231,19849
Uruguay (urban),,2001,2218545,397636,345651,69878,15156
Uruguay (urban),,2002,2040454,453464,447095,100301,19425
Uruguay (urban),,2003,1808730,510870,597462,130805,24927
Uruguay (urban),,2004,1812736,496041,575198,168594,31851
Uruguay (urban),,2005,1912364,479500,525226,152245,26677
Uzbekistan,UZB,1998,465847,623491,3171176,5646517,14143969
Uzbekistan,UZB,2000,74381,169657,1050230,3304761,20051371
Uzbekistan,UZB,2002,93142,121748,1254410,3466370,20336180
Uzbekistan,UZB,2003,55199,184361,1144923,3344630,20838537
Vanuatu,VUT,2010,21946,31154,89384,67009,35960
Vanuatu,VUT,2019,26159,46492,125430,75994,30329
Venezuela,VEN,1981,7303744,2256409,3175189,1858379,1044705
Venezuela,VEN,1987,7992508,2665156,3951477,2430915,1288599
Venezuela,VEN,1989,9503775,3478720,3969452,1298237,1025108
Venezuela,VEN,1992,9297668,4156664,4829745,1479472,936912
Venezuela,VEN,1995,6912921,3884128,5982041,3133366,2194830
Venezuela,VEN,1998,7963813,4176390,5971018,2940710,2451888
Venezuela,VEN,1999,6971201,4266843,6519145,3373731,2836040
Venezuela,VEN,2001,7843856,4289415,6846549,3339839,2560544
Venezuela,VEN,2002,6121954,3840800,7117397,4101229,4149549
Venezuela,VEN,2003,4935828,3559852,7454019,4765508,5066822
Venezuela,VEN,2004,5935210,4170917,7589384,4175383,4356033
Venezuela,VEN,2005,8305300,4708431,6791318,3035243,3828493
Venezuela,VEN,2006,11339908,5241653,6324649,2263483,1932388
Vietnam,VNM,1992,1621838,2356639,12667304,21689873,31453093
Vietnam,VNM,1997,3390850,4993645,19484511,29639298,18550299
Vietnam,VNM,2002,3974432,4971188,18795289,28757693,24143706
Vietnam,VNM,2004,5500475,7530765,24716035,27984815,16579137
Vietnam,VNM,2006,7013120,9954303,29547833,24926326,12510218
Vietnam,VNM,2008,8457299,10632467,32546593,24425497,9535385
Vietnam,VNM,2010,27034898,19521586,28607635,9737775,2509118
Vietnam,VNM,2012,31288467,21664850,27226822,7638640,1482547
Vietnam,VNM,2014,36099429,23316247,23779558,6295805,1744465
Vietnam,VNM,2016,45395959,22466973,19271803,4815191,1176603
Vietnam,VNM,2018,53361584,20444966,16053098,3885868,1168814
Vietnam,VNM,2020,59242989,19304701,14445189,3023123,632683
Western and Central Africa (PIP),,1990,6136892,9485252,33460016,44089582,113567282
Western and Central Africa (PIP),,1991,5878607,9053457,33175309,44072182,119993333
Western and Central Africa (PIP),,1992,5867418,9162396,33489501,44719269,124727517
Western and Central Africa (PIP),,1993,5939243,8469609,32349499,45518866,131511549
Western and Central Africa (PIP),,1994,6276857,8335807,32278977,46365804,136418330
Western and Central Africa (PIP),,1995,6895580,8235660,32466659,48100067,140163518
Western and Central Africa (PIP),,1996,7697255,8705383,33032921,50179575,142585126
Western and Central Africa (PIP),,1997,7988054,9102305,34110969,53371524,144140243
Western and Central Africa (PIP),,1998,7819531,9165486,35387652,56481723,146628526
Western and Central Africa (PIP),,1999,7651175,9374790,36804475,59106872,149459718
Western and Central Africa (PIP),,2001,7786699,10234819,42007229,66028426,151102924
Western and Central Africa (PIP),,2002,8301709,11484771,46340341,72187055,146638446
Western and Central Africa (PIP),,2003,8349389,12224621,49995256,76337629,146071054
Western and Central Africa (PIP),,2004,8904494,13560999,54969165,79966317,143864272
Western and Central Africa (PIP),,2005,9442269,14595669,58579297,82804010,144403584
Western and Central Africa (PIP),,2006,10044126,15642871,61931252,85764357,145218878
Western and Central Africa (PIP),,2008,11457175,18136430,69551747,94259310,143489173
Western and Central Africa (PIP),,2009,12049488,19420350,73118072,97915731,143971580
Western and Central Africa (PIP),,2010,13465218,21418243,78827134,103401528,139225639
Western and Central Africa (PIP),,2011,14068509,22327374,82588874,107194725,140309722
Western and Central Africa (PIP),,2012,15757419,24373915,88398430,111421071,136847164
Western and Central Africa (PIP),,2013,17632824,26534099,93899184,114481286,134657160
Western and Central Africa (PIP),,2014,20103503,29161316,100860254,117475814,130254620
Western and Central Africa (PIP),,2015,20706428,30005361,103174343,120590123,134214120
Western and Central Africa (PIP),,2016,21945442,31078288,108411070,125018511,133325073
Western and Central Africa (PIP),,2017,24299160,33137274,115405996,129119985,129176289
Western and Central Africa (PIP),,2018,26740331,35083076,122239211,133341252,125242955
Western and Central Africa (PIP),,2019,28987587,37083104,127589012,136705967,123940393
World,OWID_WRL,1990,1344374832,286814289,667411369,984003897,2010791080
World,OWID_WRL,1991,1340956295,292469117,700384898,1027929083,2020797536
World,OWID_WRL,1992,1328136056,304954244,756710595,1077274186,2003089496
World,OWID_WRL,1993,1311919860,314895224,816858155,1122607608,1990342474
World,OWID_WRL,1994,1327363274,321659742,862670074,1187909142,1942443802
World,OWID_WRL,1995,1372635016,337821220,903868910,1227460685,1884950657
World,OWID_WRL,1996,1382257046,350034690,967612702,1286784962,1824890802
World,OWID_WRL,1997,1417806256,368430049,989021221,1283595835,1837202601
World,OWID_WRL,1998,1444263047,378411628,1003177549,1278607293,1875267042
World,OWID_WRL,1999,1434846922,386365937,1060937839,1336342049,1843796103
World,OWID_WRL,2000,1491599523,411830140,1093029842,1344926566,1802935391
World,OWID_WRL,2001,1532322873,436049921,1126281655,1367609009,1764084628
World,OWID_WRL,2002,1584735610,471641111,1172732115,1380051723,1698980411
World,OWID_WRL,2003,1615213387,489559363,1231534474,1413809474,1639345798
World,OWID_WRL,2004,1696864956,522139055,1278938570,1437323078,1535658687
World,OWID_WRL,2005,1784126560,559386880,1333812793,1449187872,1426186343
World,OWID_WRL,2006,1868222435,584742371,1353059039,1439022101,1390064421
World,OWID_WRL,2007,1971534365,612436622,1387263458,1424652372,1321991524
World,OWID_WRL,2008,2057781270,631231267,1407013531,1424590639,1281093312
World,OWID_WRL,2009,2117341382,660690771,1445416563,1426955484,1235445585
World,OWID_WRL,2010,2234682717,699367514,1488839390,1410547113,1136601986
World,OWID_WRL,2011,2333575333,741992305,1565759778,1407249179,1005418002
World,OWID_WRL,2012,2438604736,766466695,1595377081,1395322645,945716712
World,OWID_WRL,2013,2557594614,808465518,1639445606,1376359559,847866284
World,OWID_WRL,2014,2657250115,835302622,1642295091,1365509954,817612702
World,OWID_WRL,2015,2749022064,857072302,1650351102,1346827502,802004893
World,OWID_WRL,2016,2843982921,876273656,1654590530,1327468168,789841606
World,OWID_WRL,2017,2946318897,893073930,1684701195,1308445146,745681535
World,OWID_WRL,2018,3062063103,927566978,1740937415,1230072876,701136240
World,OWID_WRL,2019,3149879820,951674938,1772582978,1166269125,702275357
Yemen,YEM,1998,2422200,3016172,6954064,3789677,1426020
Yemen,YEM,2005,1623629,2273992,8735321,6439912,2247817
Yemen,YEM,2014,1774839,2282934,8610943,9588669,5495919
Zambia,ZMB,1991,460590,436668,1273003,1183776,4526429
Zambia,ZMB,1993,332806,345128,1155138,1553368,4884477
Zambia,ZMB,1996,486111,510718,1687134,2054280,4163776
Zambia,ZMB,1998,498264,504377,1764891,2178711,4426187
Zambia,ZMB,2002,239760,289839,1420969,2632219,5925507
Zambia,ZMB,2004,470138,437366,1482791,1966053,6831692
Zambia,ZMB,2006,478607,410480,1365725,1971387,7745368
Zambia,ZMB,2010,528440,504847,1610419,2266014,8882366
Zambia,ZMB,2015,758545,701301,2114608,2795974,9877802
Zimbabwe,ZWE,2011,1445170,1427652,3919194,3422796,2810973
Zimbabwe,ZWE,2017,1112054,1232040,3322752,4038487,5045768
Zimbabwe,ZWE,2019,1316845,983841,3148686,3801083,6104153
